PART ID,TYPE,MANUFACTURER,YEAR,Qty,PRECIO,SUBTOTAL INVENTORY,ACTIVE
PART7830,transmission,Volkswagen,2022,8.0,82.91,663.28,1.0
PART7831,brake,Volkswagen,2000,5.0,92.99,464.95,
PART7832,transmission,Honda,2013,3.0,53.72,161.16,0.0
PART7833,transmission,BMW,2007,2.0,116.88,233.76,
PART7834,suspension,Toyota,2004,1.0,286.17,286.17,1.0
PART7835,transmission,Ford,2002,1.0,265.43,265.43,
PART7836,engine,Mercedes,2007,2.0,75.54,151.08,1.0
PART7837,transmission,Toyota,2008,9.0,423.44,3810.96,
PART7838,brake,Honda,2004,3.0,198.52,595.5600000000001,0.0
PART7839,battery,Ford,2010,2.0,69.31,138.62,1.0
PART7840,suspension,Audi,2005,3.0,267.13,801.39,0.0
PART7841,brake,Mercedes,2002,3.0,492.31,1476.93,
PART7842,engine,Toyota,2014,9.0,437.2,3934.7999999999997,1.0
PART7843,battery,Volkswagen,2005,6.0,245.52,1473.1200000000001,0.0
PART7844,tire,Mercedes,2014,9.0,77.38,696.42,0.0
PART7845,brake,Volkswagen,2015,8.0,329.66,2637.28,
PART7846,engine,Toyota,2004,9.0,320.73,2886.57,0.0
PART7847,transmission,Audi,2018,7.0,475.72,3330.04,1.0
PART7848,brake,Mercedes,2013,8.0,443.05,3544.4,0.0
PART7849,suspension,Mercedes,2016,3.0,176.8,530.4000000000001,1.0
PART7850,transmission,BMW,2020,8.0,72.4,579.2,
PART7851,engine,Audi,2002,1.0,476.98,476.98,
PART7852,brake,Volkswagen,2003,5.0,187.26,936.3,
PART7853,battery,Ford,2014,4.0,407.84,1631.36,
PART7854,brake,Honda,2022,1.0,431.63,431.63,
PART7855,engine,Audi,2006,7.0,110.43,773.01,1.0
PART7856,brake,Volkswagen,2010,5.0,94.35,471.75,1.0
PART7857,transmission,Volkswagen,2006,1.0,57.92,57.92,
PART7858,tire,Volkswagen,2006,8.0,80.18,641.44,1.0
PART7859,battery,Toyota,2009,1.0,420.76,420.76,
PART7860,transmission,Ford,2004,2.0,246.02,492.04,
PART7861,transmission,Volkswagen,2022,6.0,92.71,556.26,0.0
PART7862,engine,Volkswagen,2000,7.0,218.79,1531.53,
PART7863,battery,Honda,2019,9.0,345.03,3105.2699999999995,
PART7864,battery,Audi,2014,3.0,143.57,430.71,
PART7865,transmission,BMW,2018,5.0,272.06,1360.3,1.0
PART7866,suspension,BMW,2021,1.0,499.34,499.34,
PART7867,transmission,Volkswagen,2021,5.0,290.6,1453.0,0.0
PART7868,tire,Mercedes,2008,6.0,71.63,429.78,
PART7869,suspension,Toyota,2010,1.0,442.58,442.58,
PART7870,transmission,Ford,2018,9.0,419.78,3778.0199999999995,1.0
PART7871,transmission,BMW,2021,6.0,299.35,1796.1000000000001,0.0
PART7872,suspension,Volkswagen,2012,2.0,202.72,405.44,1.0
PART7873,engine,Honda,2010,1.0,338.87,338.87,
PART7874,transmission,Audi,2018,1.0,476.02,476.02,
PART7875,transmission,BMW,2014,2.0,448.85,897.7,
PART7876,suspension,Honda,2018,8.0,311.62,2492.96,1.0
PART7877,engine,Toyota,2020,2.0,102.92,205.84,0.0
PART7878,battery,BMW,2021,5.0,261.64,1308.1999999999998,0.0
PART7879,suspension,Volkswagen,2020,4.0,273.57,1094.28,0.0
PART7880,battery,BMW,2013,8.0,332.51,2660.08,
PART7881,engine,Ford,2006,3.0,161.18,483.54,0.0
PART7882,battery,Toyota,2002,4.0,200.74,802.96,1.0
PART7883,battery,BMW,2020,4.0,83.68,334.72,1.0
PART7884,tire,Audi,2015,2.0,165.37,330.74,0.0
PART7885,brake,BMW,2003,2.0,264.67,529.34,0.0
PART7886,transmission,BMW,2008,5.0,269.98,1349.9,0.0
PART7887,engine,Honda,2012,1.0,88.65,88.65,1.0
PART7888,transmission,Toyota,2011,9.0,416.52,3748.68,0.0
PART7889,engine,Honda,2000,2.0,52.89,105.78,
PART7890,battery,Honda,2004,7.0,338.92,2372.44,1.0
PART7891,suspension,Toyota,2022,5.0,327.93,1639.65,1.0
PART7892,suspension,BMW,2020,3.0,333.98,1001.94,1.0
PART7893,transmission,Ford,2016,7.0,144.71,1012.97,0.0
PART7894,battery,Toyota,2000,8.0,74.09,592.72,0.0
PART7895,tire,Mercedes,2008,6.0,213.1,1278.6,1.0
PART7896,tire,Toyota,2003,6.0,140.82,844.92,0.0
PART7897,brake,Ford,2011,2.0,377.2,754.4,1.0
PART7898,brake,Honda,2022,6.0,160.04,960.24,0.0
PART7899,suspension,Audi,2022,9.0,329.02,2961.18,
PART7900,brake,Volkswagen,2000,2.0,98.53,197.06,
PART7901,tire,Honda,2020,7.0,499.27,3494.89,0.0
PART7902,battery,Honda,2017,9.0,239.94,2159.46,0.0
PART7903,tire,Mercedes,2020,9.0,92.52,832.68,
PART7904,engine,Mercedes,2004,5.0,246.67,1233.35,
PART7905,brake,BMW,2007,5.0,304.46,1522.3,0.0
PART7906,battery,Audi,2009,4.0,246.58,986.32,
PART7907,battery,Volkswagen,2003,9.0,57.81,520.29,0.0
PART7908,transmission,Mercedes,2008,6.0,430.25,2581.5,1.0
PART7909,transmission,Honda,2020,1.0,180.01,180.01,0.0
PART7910,battery,Volkswagen,2010,4.0,228.94,915.76,
PART7911,suspension,Toyota,2004,1.0,244.78,244.78,1.0
PART7912,brake,Volkswagen,2009,1.0,150.17,150.17,0.0
PART7913,brake,Audi,2020,4.0,281.37,1125.48,1.0
PART7914,tire,Mercedes,2015,2.0,324.31,648.62,
PART7915,brake,Mercedes,2001,8.0,288.46,2307.68,0.0
PART7916,transmission,Toyota,2017,1.0,222.31,222.31,1.0
PART7917,tire,BMW,2022,6.0,346.37,2078.2200000000003,1.0
PART7918,battery,Audi,2008,3.0,134.03,402.09000000000003,
PART7919,suspension,Audi,2010,8.0,356.3,2850.4,
PART7920,battery,Toyota,2006,5.0,164.7,823.5,
PART7921,brake,Ford,2008,3.0,334.45,1003.3499999999999,
PART7922,transmission,Audi,2013,9.0,494.58,4451.22,1.0
PART7923,engine,Volkswagen,2016,6.0,412.77,2476.62,1.0
PART7924,tire,Toyota,2000,3.0,409.32,1227.96,
PART7925,brake,Volkswagen,2021,6.0,210.55,1263.3000000000002,1.0
PART7926,suspension,Audi,2009,7.0,468.92,3282.44,1.0
PART7927,tire,Toyota,2009,8.0,469.09,3752.72,
PART7928,suspension,Audi,2008,7.0,51.82,362.74,0.0
PART7929,battery,Audi,2004,4.0,225.71,902.84,
PART7930,suspension,Toyota,2022,3.0,406.62,1219.8600000000001,1.0
PART7931,tire,Volkswagen,2011,8.0,226.44,1811.52,1.0
PART7932,transmission,Honda,2018,5.0,446.03,2230.1499999999996,
PART7933,suspension,Honda,2022,1.0,183.04,183.04,
PART7934,tire,Toyota,2001,5.0,487.7,2438.5,
PART7935,battery,Volkswagen,2015,2.0,319.37,638.74,0.0
PART7936,suspension,Toyota,2009,2.0,117.5,235.0,0.0
PART7937,brake,Mercedes,2001,6.0,258.91,1553.46,0.0
PART7938,suspension,Ford,2011,1.0,205.83,205.83,
PART7939,tire,BMW,2006,1.0,390.15,390.15,0.0
PART7940,brake,Audi,2012,5.0,315.74,1578.7,
PART7941,engine,BMW,2003,9.0,340.72,3066.4800000000005,
PART7942,battery,Audi,2009,6.0,158.15,948.9000000000001,0.0
PART7943,brake,Mercedes,2020,8.0,225.92,1807.36,0.0
PART7944,tire,BMW,2013,6.0,342.83,2056.98,1.0
PART7945,transmission,Honda,2002,8.0,472.38,3779.04,0.0
PART7946,transmission,Ford,2012,1.0,70.28,70.28,1.0
PART7947,tire,Volkswagen,2011,6.0,388.3,2329.8,
PART7948,battery,Volkswagen,2007,8.0,160.11,1280.88,0.0
PART7949,battery,BMW,2017,2.0,254.24,508.48,1.0
PART7950,engine,Audi,2007,3.0,223.14,669.42,
PART7951,suspension,Ford,2015,8.0,344.19,2753.52,1.0
PART7952,brake,Ford,2005,6.0,175.14,1050.84,1.0
PART7953,engine,Toyota,2015,7.0,402.37,2816.59,0.0
PART7954,engine,Audi,2009,4.0,208.83,835.32,
PART7955,battery,Audi,2013,8.0,458.08,3664.64,
PART7956,battery,Toyota,2021,2.0,139.57,279.14,1.0
PART7957,engine,Toyota,2019,9.0,354.16,3187.44,1.0
PART7958,suspension,Mercedes,2000,4.0,389.04,1556.16,0.0
PART7959,transmission,Honda,2003,4.0,160.35,641.4,0.0
PART7960,battery,Mercedes,2008,4.0,318.64,1274.56,
PART7961,transmission,BMW,2006,7.0,229.4,1605.8,1.0
PART7962,transmission,Volkswagen,2007,5.0,397.2,1986.0,
PART7963,brake,BMW,2002,5.0,115.4,577.0,1.0
PART7964,suspension,BMW,2003,4.0,250.22,1000.88,
PART7965,suspension,Audi,2003,3.0,324.03,972.0899999999999,1.0
PART7966,tire,BMW,2022,3.0,175.54,526.62,
PART7967,engine,Toyota,2006,5.0,427.54,2137.7000000000003,0.0
PART7968,tire,BMW,2000,8.0,354.04,2832.32,
PART7969,suspension,BMW,2021,6.0,53.18,319.08,0.0
PART7970,transmission,Volkswagen,2019,5.0,254.31,1271.55,1.0
PART7971,transmission,Volkswagen,2015,1.0,264.95,264.95,1.0
PART7972,transmission,Volkswagen,2001,7.0,146.08,1022.5600000000001,1.0
PART7973,tire,Toyota,2011,6.0,332.15,1992.8999999999999,0.0
PART7974,brake,Audi,2005,3.0,278.2,834.5999999999999,1.0
PART7975,transmission,Volkswagen,2022,1.0,301.73,301.73,
PART7976,battery,Honda,2001,2.0,420.53,841.06,
PART7977,tire,Honda,2018,1.0,312.07,312.07,0.0
PART7978,engine,Mercedes,2013,3.0,460.65,1381.9499999999998,0.0
PART7979,engine,Toyota,2005,7.0,147.3,1031.1000000000001,
PART7980,brake,Audi,2013,6.0,140.62,843.72,
PART7981,brake,Toyota,2000,4.0,337.71,1350.84,
PART7982,suspension,Ford,2010,5.0,213.11,1065.5500000000002,
PART7983,battery,Audi,2002,1.0,417.2,417.2,1.0
PART7984,engine,Volkswagen,2018,6.0,204.37,1226.22,0.0
PART7985,tire,Mercedes,2005,8.0,475.78,3806.24,0.0
PART7986,suspension,Volkswagen,2010,1.0,50.32,50.32,0.0
PART7987,transmission,Audi,2016,2.0,143.91,287.82,0.0
PART7988,brake,Audi,2020,8.0,285.57,2284.56,
PART7989,battery,Volkswagen,2007,2.0,123.31,246.62,0.0
PART7990,transmission,Audi,2014,7.0,266.53,1865.7099999999998,0.0
PART7991,battery,Ford,2013,8.0,247.43,1979.44,0.0
PART7992,engine,Honda,2012,2.0,216.33,432.66,1.0
PART7993,battery,Audi,2011,9.0,52.53,472.77,1.0
PART7994,transmission,Audi,2009,6.0,73.7,442.20000000000005,0.0
PART7995,suspension,Toyota,2018,7.0,99.92,699.44,0.0
PART7996,transmission,Volkswagen,2005,7.0,248.45,1739.1499999999999,1.0
PART7997,tire,BMW,2009,4.0,186.2,744.8,
PART7998,brake,Audi,2013,9.0,115.75,1041.75,
PART7999,tire,Toyota,2017,7.0,284.7,1992.8999999999999,
PART8000,battery,Volkswagen,2008,9.0,371.06,3339.54,0.0
PART8001,battery,Mercedes,2020,8.0,449.43,3595.44,0.0
PART8002,suspension,Honda,2003,2.0,364.54,729.08,
PART8003,battery,Audi,2014,2.0,224.77,449.54,1.0
PART8004,tire,Audi,2019,6.0,448.27,2689.62,
PART8005,tire,BMW,2017,7.0,90.56,633.9200000000001,
PART8006,battery,Audi,2016,1.0,277.75,277.75,
PART8007,brake,Ford,2008,8.0,342.58,2740.64,0.0
PART8008,engine,Ford,2006,3.0,201.22,603.66,
PART8009,transmission,Toyota,2002,4.0,116.62,466.48,0.0
PART8010,suspension,Toyota,2012,6.0,75.69,454.14,
PART8011,tire,Toyota,2022,5.0,109.55,547.75,0.0
PART8012,suspension,Ford,2022,6.0,81.4,488.40000000000003,1.0
PART8013,tire,Mercedes,2000,3.0,256.6,769.8000000000001,1.0
PART8014,suspension,Toyota,2015,4.0,405.13,1620.52,1.0
PART8015,tire,Honda,2008,8.0,245.19,1961.52,1.0
PART8016,tire,Toyota,2015,3.0,56.41,169.23,0.0
PART8017,engine,BMW,2004,4.0,413.38,1653.52,
PART8018,battery,Toyota,2022,1.0,311.57,311.57,1.0
PART8019,battery,Audi,2011,4.0,441.85,1767.4,
PART8020,suspension,Honda,2005,5.0,54.38,271.90000000000003,
PART8021,brake,Mercedes,2003,4.0,76.29,305.16,1.0
PART8022,engine,Audi,2017,6.0,99.43,596.58,0.0
PART8023,suspension,Volkswagen,2016,7.0,412.64,2888.48,
PART8024,tire,Honda,2020,7.0,225.56,1578.92,1.0
PART8025,transmission,BMW,2018,7.0,50.63,354.41,
PART8026,transmission,Toyota,2004,5.0,178.4,892.0,1.0
PART8027,transmission,Audi,2008,9.0,265.35,2388.15,0.0
PART8028,battery,Honda,2019,9.0,391.65,3524.85,0.0
PART8029,transmission,Audi,2002,5.0,430.88,2154.4,
PART8030,suspension,Toyota,2003,6.0,445.82,2674.92,1.0
PART8031,tire,Audi,2017,7.0,357.23,2500.61,0.0
PART8032,tire,Ford,2000,1.0,302.02,302.02,0.0
PART8033,battery,Toyota,2015,6.0,439.55,2637.3,0.0
PART8034,battery,Volkswagen,2009,9.0,371.47,3343.2300000000005,1.0
PART8035,transmission,Audi,2017,7.0,168.05,1176.3500000000001,1.0
PART8036,transmission,Volkswagen,2005,6.0,153.92,923.52,
PART8037,battery,Mercedes,2003,9.0,364.76,3282.84,1.0
PART8038,tire,BMW,2016,8.0,431.69,3453.52,1.0
PART8039,transmission,BMW,2013,6.0,96.24,577.4399999999999,1.0
PART8040,transmission,Audi,2012,3.0,489.97,1469.91,0.0
PART8041,engine,Honda,2002,1.0,362.98,362.98,
PART8042,battery,Toyota,2020,7.0,103.98,727.86,0.0
PART8043,tire,Mercedes,2014,7.0,85.1,595.6999999999999,1.0
PART8044,transmission,BMW,2011,8.0,221.56,1772.48,
PART8045,tire,Mercedes,2006,5.0,292.06,1460.3,0.0
PART8046,transmission,BMW,2010,7.0,91.35,639.4499999999999,
PART8047,engine,Mercedes,2001,5.0,495.43,2477.15,
PART8048,brake,BMW,2009,2.0,233.57,467.14,0.0
PART8049,engine,Toyota,2003,3.0,292.09,876.27,
PART8050,battery,BMW,2007,5.0,418.15,2090.75,0.0
PART8051,transmission,Ford,2012,7.0,148.45,1039.1499999999999,0.0
PART8052,transmission,Toyota,2013,6.0,428.13,2568.7799999999997,0.0
PART8053,engine,Audi,2011,6.0,67.17,403.02,0.0
PART8054,suspension,Ford,2011,8.0,352.33,2818.64,1.0
PART8055,suspension,Audi,2012,9.0,97.83,880.47,
PART8056,suspension,Volkswagen,2014,4.0,352.63,1410.52,
PART8057,tire,Honda,2002,1.0,142.17,142.17,1.0
PART8058,brake,Mercedes,2005,3.0,402.64,1207.92,
PART8059,battery,Toyota,2006,7.0,414.5,2901.5,1.0
PART8060,transmission,Volkswagen,2011,9.0,354.76,3192.84,0.0
PART8061,brake,BMW,2021,3.0,251.48,754.4399999999999,0.0
PART8062,suspension,Ford,2001,9.0,392.94,3536.46,1.0
PART8063,transmission,Honda,2012,4.0,313.67,1254.68,0.0
PART8064,brake,BMW,2007,1.0,156.72,156.72,
PART8065,battery,Ford,2016,3.0,173.94,521.8199999999999,
PART8066,brake,Toyota,2015,6.0,298.52,1791.12,0.0
PART8067,brake,Honda,2012,5.0,418.07,2090.35,1.0
PART8068,brake,Ford,2020,4.0,338.01,1352.04,1.0
PART8069,tire,Volkswagen,2011,5.0,318.25,1591.25,1.0
PART8070,suspension,Toyota,2016,6.0,211.18,1267.08,
PART8071,suspension,Toyota,2012,9.0,108.45,976.0500000000001,0.0
PART8072,brake,BMW,2015,2.0,256.09,512.18,
PART8073,brake,Volkswagen,2002,9.0,220.78,1987.02,0.0
PART8074,battery,Ford,2006,2.0,112.47,224.94,
PART8075,battery,Volkswagen,2006,4.0,240.59,962.36,
PART8076,battery,BMW,2002,2.0,136.46,272.92,
PART8077,battery,BMW,2003,1.0,119.0,119.0,0.0
PART8078,battery,Toyota,2009,5.0,261.35,1306.75,
PART8079,engine,Ford,2010,1.0,71.96,71.96,1.0
PART8080,battery,Ford,2007,5.0,209.87,1049.35,1.0
PART8081,brake,Audi,2000,8.0,488.01,3904.08,1.0
PART8082,brake,Toyota,2015,7.0,86.72,607.04,
PART8083,transmission,Volkswagen,2016,3.0,403.58,1210.74,1.0
PART8084,brake,Mercedes,2019,1.0,464.68,464.68,1.0
PART8085,battery,Volkswagen,2008,9.0,178.93,1610.3700000000001,1.0
PART8086,battery,Volkswagen,2005,3.0,479.21,1437.6299999999999,
PART8087,tire,BMW,2007,2.0,316.2,632.4,1.0
PART8088,tire,Ford,2010,3.0,247.06,741.1800000000001,1.0
PART8089,engine,Audi,2015,2.0,275.98,551.96,
PART8090,transmission,Volkswagen,2020,4.0,254.29,1017.16,1.0
PART8091,suspension,Toyota,2017,7.0,103.31,723.1700000000001,0.0
PART8092,engine,Audi,2020,9.0,144.45,1300.05,0.0
PART8093,transmission,Audi,2022,8.0,72.44,579.52,
PART8094,suspension,Mercedes,2010,3.0,401.51,1204.53,
PART8095,brake,Mercedes,2015,9.0,82.04,738.36,
PART8096,brake,Honda,2012,2.0,197.01,394.02,1.0
PART8097,suspension,BMW,2008,3.0,303.05,909.1500000000001,
PART8098,tire,Volkswagen,2020,8.0,122.38,979.04,
PART8099,engine,Volkswagen,2008,5.0,55.52,277.6,0.0
PART8100,battery,Ford,2006,2.0,181.49,362.98,0.0
PART8101,engine,Volkswagen,2005,9.0,459.79,4138.110000000001,0.0
PART8102,tire,Ford,2022,2.0,297.68,595.36,
PART8103,transmission,Honda,2019,1.0,185.94,185.94,1.0
PART8104,engine,Volkswagen,2014,5.0,88.9,444.5,1.0
PART8105,suspension,Toyota,2002,7.0,191.21,1338.47,1.0
PART8106,tire,Honda,2003,9.0,422.05,3798.4500000000003,0.0
PART8107,suspension,Mercedes,2008,5.0,97.74,488.7,
PART8108,brake,Volkswagen,2011,2.0,476.08,952.16,1.0
PART8109,battery,Volkswagen,2003,3.0,213.38,640.14,
PART8110,brake,Honda,2018,2.0,83.13,166.26,1.0
PART8111,brake,Volkswagen,2019,5.0,243.31,1216.55,0.0
PART8112,suspension,Ford,2005,5.0,201.28,1006.4,
PART8113,engine,Mercedes,2021,2.0,335.62,671.24,1.0
PART8114,brake,BMW,2018,8.0,260.84,2086.72,0.0
PART8115,suspension,Audi,2002,7.0,290.63,2034.4099999999999,1.0
PART8116,suspension,Toyota,2005,1.0,367.02,367.02,1.0
PART8117,transmission,Honda,2003,4.0,150.38,601.52,
PART8118,transmission,Toyota,2005,3.0,321.83,965.49,1.0
PART8119,engine,Toyota,2020,5.0,133.28,666.4,
PART8120,battery,Honda,2012,4.0,142.87,571.48,1.0
PART8121,engine,BMW,2000,7.0,410.91,2876.3700000000003,
PART8122,suspension,Volkswagen,2000,5.0,387.64,1938.1999999999998,
PART8123,engine,Audi,2013,8.0,288.46,2307.68,1.0
PART8124,suspension,Toyota,2004,6.0,451.77,2710.62,0.0
PART8125,tire,Volkswagen,2000,5.0,236.37,1181.85,1.0
PART8126,brake,Mercedes,2001,1.0,415.34,415.34,1.0
PART8127,suspension,Ford,2020,1.0,206.06,206.06,
PART8128,suspension,Toyota,2000,3.0,257.15,771.4499999999999,1.0
PART8129,suspension,Toyota,2016,9.0,411.07,3699.63,
PART8130,tire,Audi,2008,6.0,134.54,807.24,0.0
PART8131,transmission,BMW,2007,9.0,83.59,752.3100000000001,0.0
PART8132,battery,Toyota,2003,3.0,383.57,1150.71,0.0
PART8133,transmission,Honda,2017,7.0,176.71,1236.97,0.0
PART8134,battery,Honda,2014,5.0,298.93,1494.65,0.0
PART8135,transmission,Mercedes,2015,4.0,379.84,1519.36,1.0
PART8136,brake,Honda,2021,5.0,391.61,1958.0500000000002,1.0
PART8137,engine,Volkswagen,2018,4.0,206.88,827.52,0.0
PART8138,brake,Mercedes,2002,8.0,162.02,1296.16,
PART8139,engine,Mercedes,2020,4.0,469.13,1876.52,1.0
PART8140,tire,Volkswagen,2012,8.0,484.43,3875.44,0.0
PART8141,tire,Mercedes,2007,7.0,282.52,1977.6399999999999,1.0
PART8142,battery,Volkswagen,2000,7.0,407.04,2849.28,
PART8143,suspension,Mercedes,2020,9.0,92.95,836.5500000000001,0.0
PART8144,brake,Audi,2009,7.0,388.53,2719.71,
PART8145,tire,BMW,2019,6.0,93.53,561.1800000000001,
PART8146,suspension,Volkswagen,2010,8.0,377.44,3019.52,1.0
PART8147,suspension,Honda,2015,5.0,462.32,2311.6,0.0
PART8148,transmission,Toyota,2021,8.0,273.02,2184.16,0.0
PART8149,suspension,Honda,2009,1.0,138.19,138.19,0.0
PART8150,engine,Volkswagen,2014,4.0,54.28,217.12,
PART8151,suspension,BMW,2005,1.0,211.99,211.99,
PART8152,suspension,Ford,2001,4.0,118.75,475.0,
PART8153,battery,Toyota,2000,8.0,100.12,800.96,
PART8154,brake,Honda,2013,6.0,220.68,1324.08,0.0
PART8155,tire,Audi,2003,3.0,142.45,427.34999999999997,
PART8156,engine,Audi,2002,3.0,273.05,819.1500000000001,1.0
PART8157,engine,Honda,2016,4.0,330.35,1321.4,
PART8158,transmission,Ford,2015,9.0,362.13,3259.17,0.0
PART8159,transmission,Mercedes,2020,2.0,400.32,800.64,0.0
PART8160,suspension,BMW,2003,8.0,335.46,2683.68,1.0
PART8161,brake,Volkswagen,2011,4.0,164.19,656.76,1.0
PART8162,battery,Ford,2001,2.0,483.24,966.48,0.0
PART8163,battery,Volkswagen,2013,7.0,416.84,2917.8799999999997,
PART8164,brake,Volkswagen,2022,4.0,159.47,637.88,0.0
PART8165,transmission,Honda,2013,7.0,64.79,453.53000000000003,1.0
PART8166,brake,Honda,2011,3.0,489.59,1468.77,0.0
PART8167,brake,Mercedes,2009,1.0,57.02,57.02,0.0
PART8168,brake,Volkswagen,2010,1.0,364.96,364.96,
PART8169,engine,Toyota,2022,2.0,61.27,122.54,
PART8170,suspension,Honda,2006,9.0,451.09,4059.81,
PART8171,tire,Audi,2022,9.0,119.46,1075.1399999999999,
PART8172,suspension,Honda,2020,6.0,283.86,1703.16,1.0
PART8173,engine,Ford,2018,9.0,423.35,3810.15,1.0
PART8174,engine,Honda,2012,4.0,189.93,759.72,0.0
PART8175,engine,Ford,2011,8.0,244.23,1953.84,1.0
PART8176,tire,Volkswagen,2009,2.0,116.43,232.86,0.0
PART8177,transmission,BMW,2016,7.0,478.47,3349.29,0.0
PART8178,suspension,Honda,2007,2.0,259.98,519.96,1.0
PART8179,transmission,Honda,2002,4.0,464.63,1858.52,0.0
PART8180,brake,Mercedes,2014,3.0,194.95,584.8499999999999,0.0
PART8181,transmission,Mercedes,2018,6.0,129.19,775.14,1.0
PART8182,suspension,Volkswagen,2013,7.0,408.63,2860.41,
PART8183,transmission,Mercedes,2010,6.0,332.38,1994.28,0.0
PART8184,transmission,BMW,2022,9.0,295.88,2662.92,
PART8185,brake,Volkswagen,2011,3.0,272.97,818.9100000000001,0.0
PART8186,battery,Volkswagen,2008,2.0,316.59,633.18,1.0
PART8187,transmission,BMW,2004,5.0,125.19,625.95,
PART8188,transmission,Honda,2011,9.0,306.44,2757.96,0.0
PART8189,tire,Toyota,2010,9.0,481.71,4335.389999999999,1.0
PART8190,transmission,Volkswagen,2018,1.0,308.25,308.25,0.0
PART8191,transmission,Audi,2021,7.0,375.96,2631.72,
PART8192,transmission,Volkswagen,2007,9.0,108.22,973.98,0.0
PART8193,suspension,Toyota,2005,8.0,169.26,1354.08,1.0
PART8194,transmission,Audi,2022,3.0,359.27,1077.81,0.0
PART8195,suspension,Honda,2002,2.0,316.99,633.98,0.0
PART8196,suspension,BMW,2009,3.0,348.35,1045.0500000000002,
PART8197,tire,BMW,2012,1.0,308.78,308.78,1.0
PART8198,brake,Honda,2006,4.0,359.85,1439.4,
PART8199,transmission,Toyota,2021,5.0,298.85,1494.25,1.0
PART8200,tire,Toyota,2007,3.0,299.81,899.4300000000001,0.0
PART8201,tire,Audi,2018,7.0,393.39,2753.73,
PART8202,tire,Honda,2006,3.0,217.81,653.4300000000001,
PART8203,tire,Honda,2021,4.0,482.04,1928.16,
PART8204,suspension,Toyota,2021,1.0,308.21,308.21,1.0
PART8205,tire,Toyota,2019,6.0,419.73,2518.38,1.0
PART8206,transmission,Audi,2007,9.0,318.63,2867.67,1.0
PART8207,suspension,Toyota,2016,3.0,196.3,588.9000000000001,
PART8208,tire,Volkswagen,2010,4.0,381.56,1526.24,1.0
PART8209,transmission,Audi,2003,2.0,335.68,671.36,
PART8210,tire,Volkswagen,2015,2.0,129.0,258.0,0.0
PART8211,suspension,Volkswagen,2008,4.0,442.0,1768.0,1.0
PART8212,brake,Mercedes,2018,9.0,123.0,1107.0,
PART8213,engine,Honda,2021,2.0,314.91,629.82,
PART8214,tire,Volkswagen,2009,2.0,185.54,371.08,0.0
PART8215,battery,BMW,2015,4.0,396.04,1584.16,1.0
PART8216,tire,Mercedes,2009,3.0,449.46,1348.3799999999999,0.0
PART8217,battery,BMW,2003,7.0,450.99,3156.9300000000003,
PART8218,tire,Toyota,2012,8.0,328.66,2629.28,1.0
PART8219,suspension,Volkswagen,2012,6.0,89.66,537.96,1.0
PART8220,battery,Ford,2000,1.0,56.04,56.04,0.0
PART8221,transmission,Mercedes,2002,7.0,60.95,426.65000000000003,
PART8222,brake,BMW,2012,4.0,359.47,1437.88,1.0
PART8223,transmission,Volkswagen,2013,6.0,276.73,1660.38,1.0
PART8224,transmission,Toyota,2013,1.0,355.42,355.42,1.0
PART8225,tire,Toyota,2003,3.0,347.09,1041.27,1.0
PART8226,engine,BMW,2016,1.0,187.16,187.16,1.0
PART8227,suspension,Audi,2017,3.0,168.92,506.76,1.0
PART8228,brake,Toyota,2010,5.0,425.89,2129.45,0.0
PART8229,suspension,Audi,2004,6.0,274.41,1646.46,
PART8230,engine,Audi,2007,2.0,337.85,675.7,
PART8231,brake,Ford,2017,2.0,281.38,562.76,1.0
PART8232,battery,Ford,2003,3.0,287.32,861.96,0.0
PART8233,suspension,Volkswagen,2012,3.0,98.48,295.44,1.0
PART8234,battery,Toyota,2022,4.0,393.21,1572.84,1.0
PART8235,battery,Ford,2018,6.0,104.31,625.86,
PART8236,tire,BMW,2005,5.0,125.76,628.8000000000001,1.0
PART8237,battery,Toyota,2017,8.0,86.49,691.92,
PART8238,tire,Mercedes,2020,1.0,123.19,123.19,1.0
PART8239,brake,Toyota,2001,2.0,293.85,587.7,
PART8240,suspension,Mercedes,2001,7.0,360.96,2526.72,
PART8241,tire,Toyota,2009,1.0,247.79,247.79,0.0
PART8242,battery,Toyota,2007,7.0,323.84,2266.8799999999997,1.0
PART8243,battery,Toyota,2010,4.0,365.49,1461.96,0.0
PART8244,brake,BMW,2013,4.0,62.53,250.12,
PART8245,brake,Honda,2005,2.0,71.38,142.76,1.0
PART8246,suspension,Honda,2000,5.0,454.26,2271.3,1.0
PART8247,brake,Audi,2000,1.0,443.85,443.85,
PART8248,battery,Honda,2013,3.0,360.72,1082.16,0.0
PART8249,battery,BMW,2013,6.0,412.63,2475.7799999999997,1.0
PART8250,transmission,Volkswagen,2017,4.0,114.11,456.44,1.0
PART8251,brake,BMW,2005,2.0,313.66,627.32,1.0
PART8252,suspension,Mercedes,2015,1.0,368.13,368.13,
PART8253,battery,Audi,2001,4.0,125.84,503.36,1.0
PART8254,transmission,Mercedes,2011,6.0,132.63,795.78,
PART8255,suspension,Toyota,2013,4.0,480.4,1921.6,1.0
PART8256,transmission,Toyota,2022,2.0,184.76,369.52,1.0
PART8257,battery,Ford,2010,5.0,168.45,842.25,
PART8258,tire,Mercedes,2020,4.0,86.09,344.36,
